Date;Quarter;Qtr;Year;Customer ID;"Total_amount";"Profit Percentage(%)";Profit (INR);Cost Price
6/2/2018;2018 - Q2;2;2018;B07FWVZTS;385;17;54.4;265.6
6/2/2018;2018 - Q2;2;2018;B07FWWYUU;280;17;36.55;178.45
6/2/2018;2018 - Q2;2;2018;B07FWYWQQ;460;17;67.15;327.85
6/2/2018;2018 - Q2;2;2018;B07FWVXWW;760;17;118.15;576.85
6/3/2018;2018 - Q2;2;2018;B07FWWVXV;460;17;67.15;327.85
6/3/2018;2018 - Q2;2;2018;B07FWXBUT;190;13;16.25;108.75
6/3/2018;2018 - Q2;2;2018;B07FWYAYS;190;13;16.25;108.75
6/3/2018;2018 - Q2;2;2018;B07FWVVSQ;460;17;67.15;327.85
6/3/2018;2018 - Q2;2;2018;B07FWVBTW;190;13;16.25;108.75
6/3/2018;2018 - Q2;2;2018;B07FWYTZT;460;17;67.15;327.85
6/3/2018;2018 - Q2;2;2018;B07FWWSWQ;385;17;54.4;265.6
6/3/2018;2018 - Q2;2;2018;B07FWWSZV;460;17;67.15;327.85
6/3/2018;2018 - Q2;2;2018;B07FWWBYU;385;17;54.4;265.6
6/3/2018;2018 - Q2;2;2018;B07FWWZTX;385;17;54.4;265.6
6/4/2018;2018 - Q2;2;2018;B07FWYWRR;699;17;107.78;526.22
6/4/2018;2018 - Q2;2;2018;B07FWXUUR;385;17;54.4;265.6
6/4/2018;2018 - Q2;2;2018;B07FWXWUZ;395;17;56.1;273.9
6/4/2018;2018 - Q2;2;2018;B07FWVXUU;460;17;67.15;327.85
6/4/2018;2018 - Q2;2;2018;B07FWXSYT;460;17;67.15;327.85
6/4/2018;2018 - Q2;2;2018;B07FWWVYT;395;17;56.1;273.9
6/4/2018;2018 - Q2;2;2018;B07FWXXXY;460;17;67.15;327.85
6/4/2018;2018 - Q2;2;2018;B07FWWSUT;395;17;56.1;273.9
6/4/2018;2018 - Q2;2;2018;B07FWYWTQ;385;17;54.4;265.6
6/4/2018;2018 - Q2;2;2018;B07FWWAQZ;460;17;67.15;327.85
6/4/2018;2018 - Q2;2;2018;B07FWYARU;470;17;68.85;336.15
6/4/2018;2018 - Q2;2;2018;B07FWYYRY;385;17;54.4;265.6
6/5/2018;2018 - Q2;2;2018;B07FWXYZV;385;17;54.4;265.6
6/5/2018;2018 - Q2;2;2018;B07FWXXYU;460;17;67.15;327.85
6/5/2018;2018 - Q2;2;2018;B07FWWXSV;385;17;54.4;265.6
6/5/2018;2018 - Q2;2;2018;B07FWYZWY;460;17;67.15;327.85
6/5/2018;2018 - Q2;2;2018;B07FWXXYT;190;13;16.25;108.75
6/5/2018;2018 - Q2;2;2018;B07FWYATT;190;13;16.25;108.75
6/5/2018;2018 - Q2;2;2018;B07FWVURV;460;17;67.15;327.85
6/6/2018;2018 - Q2;2;2018;B07FWVWYV;460;17;67.15;327.85
6/6/2018;2018 - Q2;2;2018;B07FWXATW;460;17;67.15;327.85
6/6/2018;2018 - Q2;2;2018;B07FWYATQ;460;17;67.15;327.85
6/6/2018;2018 - Q2;2;2018;B07FWWWQZ;385;17;54.4;265.6
6/6/2018;2018 - Q2;2;2018;B07FWWVTS;385;17;54.4;265.6
6/6/2018;2018 - Q2;2;2018;B07FWVZZY;460;17;67.15;327.85
6/7/2018;2018 - Q2;2;2018;B07FWVYTW;460;17;67.15;327.85
6/7/2018;2018 - Q2;2;2018;B07FWYXYR;460;17;67.15;327.85
6/7/2018;2018 - Q2;2;2018;B07FWWYSX;385;17;54.4;265.6
6/8/2018;2018 - Q2;2;2018;B07FWXUZW;385;17;54.4;265.6
6/8/2018;2018 - Q2;2;2018;B07FWXTTV;385;17;54.4;265.6
6/8/2018;2018 - Q2;2;2018;B07FWVWQS;460;17;67.15;327.85
6/9/2018;2018 - Q2;2;2018;B07FWVZRQ;549;17;84.83;414.17
6/10/2018;2018 - Q2;2;2018;B07FWWYYR;491;17;72.42;353.58
6/11/2018;2018 - Q2;2;2018;B07FWXWZU;795;17;124.1;605.9
6/12/2018;2018 - Q2;2;2018;B07FWVUQR;564;17;84.83;414.17
6/12/2018;2018 - Q2;2;2018;B07FWWSYS;460;17;67.15;327.85
6/12/2018;2018 - Q2;2;2018;B07FWYXZR;460;17;67.15;327.85
6/12/2018;2018 - Q2;2;2018;B07FWVWYR;190;13;16.25;108.75
6/12/2018;2018 - Q2;2;2018;B07FWWSWX;385;17;54.4;265.6
6/12/2018;2018 - Q2;2;2018;B07FWYAZU;460;17;67.15;327.85
6/12/2018;2018 - Q2;2;2018;B07FWXYUR;491;17;72.42;353.58
6/12/2018;2018 - Q2;2;2018;B07FWWSXS;460;17;67.15;327.85
6/12/2018;2018 - Q2;2;2018;B07FWWART;460;17;67.15;327.85
6/12/2018;2018 - Q2;2;2018;B07FWYUXQ;385;17;54.4;265.6
6/13/2018;2018 - Q2;2;2018;B07FWYUWT;460;17;67.15;327.85
6/13/2018;2018 - Q2;2;2018;B07FWVVRT;460;17;67.15;327.85
6/13/2018;2018 - Q2;2;2018;B07FWYSVS;1545;13;192.4;1287.6
6/13/2018;2018 - Q2;2;2018;B07FWYVTW;495;17;73.1;356.9
6/14/2018;2018 - Q2;2;2018;B07FWXVQV;460;17;67.15;327.85
6/14/2018;2018 - Q2;2;2018;B07FWXAUZ;460;17;67.15;327.85
6/14/2018;2018 - Q2;2;2018;B07FWWXRX;385;17;54.4;265.6
6/14/2018;2018 - Q2;2;2018;B07FWYSQW;460;17;67.15;327.85
6/14/2018;2018 - Q2;2;2018;B07FWXAQY;525;17;78.2;381.8
6/14/2018;2018 - Q2;2;2018;B07FWWBUU;525;17;78.2;381.8
6/15/2018;2018 - Q2;2;2018;B07FWVXVU;385;17;54.4;265.6
6/15/2018;2018 - Q2;2;2018;B07FWWXUR;495;17;73.1;356.9
6/15/2018;2018 - Q2;2;2018;B07FWVYRQ;491;17;72.42;353.58
6/16/2018;2018 - Q2;2;2018;B07FWWVVX;190;13;16.25;108.75
6/16/2018;2018 - Q2;2;2018;B07FWYBYR;385;17;54.4;265.6
6/16/2018;2018 - Q2;2;2018;B07FWXASZ;385;17;54.4;265.6
6/16/2018;2018 - Q2;2;2018;B07FWYZUW;385;17;54.4;265.6
6/17/2018;2018 - Q2;2;2018;B07FWVWVS;460;17;67.15;327.85
6/17/2018;2018 - Q2;2;2018;B07FWXTXQ;190;13;16.25;108.75
6/18/2018;2018 - Q2;2;2018;B07FWXSXR;460;17;67.15;327.85
6/18/2018;2018 - Q2;2;2018;B07FWWSZX;460;17;67.15;327.85
6/18/2018;2018 - Q2;2;2018;B07FWWATW;1024;18;172.62;786.38
6/18/2018;2018 - Q2;2;2018;B07FWVVQQ;460;17;67.15;327.85
6/18/2018;2018 - Q2;2;2018;B07FWWVUU;460;17;67.15;327.85
6/18/2018;2018 - Q2;2;2018;B07FWXVQZ;460;17;67.15;327.85
6/18/2018;2018 - Q2;2;2018;B07FWVAUZ;460;17;67.15;327.85
6/18/2018;2018 - Q2;2;2018;B07FWYXRS;460;17;67.15;327.85
6/18/2018;2018 - Q2;2;2018;B07FWXXVW;460;17;67.15;327.85
6/19/2018;2018 - Q2;2;2018;B07FWVAUX;460;17;67.15;327.85
6/19/2018;2018 - Q2;2;2018;B07FWWWRY;460;17;67.15;327.85
6/19/2018;2018 - Q2;2;2018;B07FWYZTX;460;17;67.15;327.85
6/19/2018;2018 - Q2;2;2018;B07FWXVWZ;460;17;67.15;327.85
6/19/2018;2018 - Q2;2;2018;B07FWXVRW;795;17;124.1;605.9
6/19/2018;2018 - Q2;2;2018;B07FWYTUT;460;17;67.15;327.85
6/19/2018;2018 - Q2;2;2018;B07FWYVVS;190;13;16.25;108.75
6/19/2018;2018 - Q2;2;2018;B07FWXZQX;460;17;67.15;327.85
6/19/2018;2018 - Q2;2;2018;B07FWYAUW;460;17;67.15;327.85
6/19/2018;2018 - Q2;2;2018;B07FWVAQZ;460;17;67.15;327.85
6/20/2018;2018 - Q2;2;2018;B07FWYASV;460;17;67.15;327.85
6/20/2018;2018 - Q2;2;2018;B07FWYYUX;190;13;16.25;108.75
6/20/2018;2018 - Q2;2;2018;B07FWXZUS;190;13;16.25;108.75
6/21/2018;2018 - Q2;2;2018;B07FWVWRW;460;17;67.15;327.85
6/22/2018;2018 - Q2;2;2018;B07FWVVXV;460;17;67.15;327.85
6/23/2018;2018 - Q2;2;2018;B07FWXZVY;460;17;67.15;327.85
6/23/2018;2018 - Q2;2;2018;B07FWYSRZ;460;17;67.15;327.85
6/23/2018;2018 - Q2;2;2018;B07FWYUTR;795;17;124.1;605.9
6/23/2018;2018 - Q2;2;2018;B07FWWZXR;795;17;124.1;605.9
6/23/2018;2018 - Q2;2;2018;B07FWYWXR;795;17;124.1;605.9
6/23/2018;2018 - Q2;2;2018;B07FWVAST;795;17;124.1;605.9
6/23/2018;2018 - Q2;2;2018;B07FWYAQV;460;17;67.15;327.85
6/24/2018;2018 - Q2;2;2018;B07FWVVVU;460;17;67.15;327.85
6/24/2018;2018 - Q2;2;2018;B07FWXZTU;460;17;67.15;327.85
6/24/2018;2018 - Q2;2;2018;B07FWYZSS;491;17;72.42;353.58
6/24/2018;2018 - Q2;2;2018;B07FWWTXY;460;17;67.15;327.85
6/24/2018;2018 - Q2;2;2018;B07FWVWYU;460;17;67.15;327.85
6/24/2018;2018 - Q2;2;2018;B07FWYATY;460;17;67.15;327.85
6/24/2018;2018 - Q2;2;2018;B07FWWUYX;460;17;67.15;327.85
6/25/2018;2018 - Q2;2;2018;B07FWXZRX;550;17;82.45;402.55
6/25/2018;2018 - Q2;2;2018;B07FWWAZY;460;17;67.15;327.85
6/26/2018;2018 - Q2;2;2018;B07FWYXTS;460;17;67.15;327.85
6/26/2018;2018 - Q2;2;2018;B07FWWYYR;491;17;72.42;353.58
6/26/2018;2018 - Q2;2;2018;B07FWXSVS;460;17;67.15;327.85
6/26/2018;2018 - Q2;2;2018;B07FWXATS;460;17;67.15;327.85
6/26/2018;2018 - Q2;2;2018;B07FWWZXV;460;17;67.15;327.85
6/27/2018;2018 - Q2;2;2018;B07FWYAVY;460;17;67.15;327.85
6/28/2018;2018 - Q2;2;2018;B07FWWWUT;550;17;82.45;402.55
6/28/2018;2018 - Q2;2;2018;B07FWVAXT;550;17;82.45;402.55
6/29/2018;2018 - Q2;2;2018;B07FWXSZR;265;17;34;166
6/30/2018;2018 - Q2;2;2018;B07FWXBTR;550;17;82.45;402.55
6/30/2018;2018 - Q2;2;2018;B07FWYVZR;1100;17;164.9;805.1
6/30/2018;2018 - Q2;2;2018;B07FWXTRW;550;17;82.45;402.55
7/1/2018;2018 - Q3;3;2018;B07FWYVXW;550;17;82.45;402.55
7/1/2018;2018 - Q3;3;2018;B07FWYWRT;190;13;16.25;108.75
7/1/2018;2018 - Q3;3;2018;B07FWVWTZ;385;17;54.4;265.6
7/1/2018;2018 - Q3;3;2018;B07FWYYYX;385;17;54.4;265.6
7/1/2018;2018 - Q3;3;2018;B07FWYBYX;385;17;54.4;265.6
7/1/2018;2018 - Q3;3;2018;B07FWYSWS;491;17;72.42;353.58
7/2/2018;2018 - Q3;3;2018;B07FWWZYT;550;17;82.45;402.55
7/2/2018;2018 - Q3;3;2018;B07FWVYUU;190;13;16.25;108.75
7/3/2018;2018 - Q3;3;2018;B07FWYSXS;795;17;124.1;605.9
7/3/2018;2018 - Q3;3;2018;B07FWXVYQ;385;17;54.4;265.6
7/3/2018;2018 - Q3;3;2018;B07FWWTUY;385;17;54.4;265.6
7/3/2018;2018 - Q3;3;2018;B07FWYAZX;385;17;54.4;265.6
7/4/2018;2018 - Q3;3;2018;B07FWXXZV;460;17;67.15;327.85
7/4/2018;2018 - Q3;3;2018;B07FWVZZT;385;17;54.4;265.6
7/4/2018;2018 - Q3;3;2018;B07FWXZUT;460;17;67.15;327.85
7/4/2018;2018 - Q3;3;2018;B07FWYZRU;460;17;67.15;327.85
7/4/2018;2018 - Q3;3;2018;B07FWYUXW;460;17;67.15;327.85
7/4/2018;2018 - Q3;3;2018;B07FWWAUR;460;17;67.15;327.85
7/4/2018;2018 - Q3;3;2018;B07FWWXVX;460;17;67.15;327.85
7/4/2018;2018 - Q3;3;2018;B07FWVBRR;460;17;67.15;327.85
7/4/2018;2018 - Q3;3;2018;B07FWWSTU;460;17;67.15;327.85
7/5/2018;2018 - Q3;3;2018;B07FWVVTX;460;17;67.15;327.85
7/5/2018;2018 - Q3;3;2018;B07FWWVRS;460;17;67.15;327.85
7/6/2018;2018 - Q3;3;2018;B07FWWBQV;190;13;16.25;108.75
7/7/2018;2018 - Q3;3;2018;B07FWXVSV;190;13;16.25;108.75
7/7/2018;2018 - Q3;3;2018;B07FWYTSX;460;17;67.15;327.85
7/7/2018;2018 - Q3;3;2018;B07FWYAUV;190;13;16.25;108.75
7/7/2018;2018 - Q3;3;2018;B07FWWYSV;460;17;67.15;327.85
7/7/2018;2018 - Q3;3;2018;B07FWWBRZ;460;17;67.15;327.85
7/7/2018;2018 - Q3;3;2018;B07FWVWUX;460;17;67.15;327.85
7/8/2018;2018 - Q3;3;2018;B07FWVUUY;460;17;67.15;327.85
7/8/2018;2018 - Q3;3;2018;B07FWXVTQ;460;17;67.15;327.85
7/9/2018;2018 - Q3;3;2018;B07FWYYSU;150;13;11.05;73.95
7/10/2018;2018 - Q3;3;2018;B07FWVXRR;460;17;67.15;327.85
7/10/2018;2018 - Q3;3;2018;B07FWVXWV;1063;17;169.66;828.34
7/11/2018;2018 - Q3;3;2018;B07FWYVYT;167;13;13.26;88.74
7/11/2018;2018 - Q3;3;2018;B07FWVXTW;460;17;67.15;327.85
7/12/2018;2018 - Q3;3;2018;B07FWYWTW;150;13;11.05;73.95
7/13/2018;2018 - Q3;3;2018;B07FWXSWR;190;13;16.25;108.75
7/14/2018;2018 - Q3;3;2018;B07FWXBTR;1063;17;169.66;828.34
7/15/2018;2018 - Q3;3;2018;B07FWWYUS;1100;17;164.9;805.1
7/16/2018;2018 - Q3;3;2018;B07FWXAZY;190;13;16.25;108.75
7/16/2018;2018 - Q3;3;2018;B07FWVXTY;1063;17;169.66;828.34
7/17/2018;2018 - Q3;3;2018;B07FWWYTZ;1063;17;169.66;828.34
7/17/2018;2018 - Q3;3;2018;B07FWWBRR;460;17;67.15;327.85
7/17/2018;2018 - Q3;3;2018;B07FWXTZR;460;17;67.15;327.85
7/18/2018;2018 - Q3;3;2018;B07FWXTYX;860;13;87.1;582.9
7/19/2018;2018 - Q3;3;2018;B07FWVATY;190;13;16.25;108.75
7/19/2018;2018 - Q3;3;2018;B07FWWYVS;190;13;16.25;108.75
7/20/2018;2018 - Q3;3;2018;B07FWVWXQ;385;17;54.4;265.6
7/20/2018;2018 - Q3;3;2018;B07FWYWXW;1063;17;169.66;828.34
7/20/2018;2018 - Q3;3;2018;B07FWVZQW;1063;17;169.66;828.34
7/20/2018;2018 - Q3;3;2018;B07FWWBWQ;385;17;54.4;265.6
7/20/2018;2018 - Q3;3;2018;B07FWYZQQ;385;17;54.4;265.6
7/20/2018;2018 - Q3;3;2018;B07FWYBZV;180;13;14.95;100.05
7/21/2018;2018 - Q3;3;2018;B07FWWVQX;385;17;54.4;265.6
7/22/2018;2018 - Q3;3;2018;B07FWWAZZ;225;18;27.9;127.1
7/23/2018;2018 - Q3;3;2018;B07FWVZRY;700;17;104.55;510.45
7/24/2018;2018 - Q3;3;2018;B07FWYZTX;650;13;73.45;491.55
7/25/2018;2018 - Q3;3;2018;B07FWYVWT;1089;13;116.87;782.13
7/26/2018;2018 - Q3;3;2018;B07FWWWQS;419.39;17;67.15;327.85
7/27/2018;2018 - Q3;3;2018;B07FWVVUU;787;13;87.1;582.9
7/28/2018;2018 - Q3;3;2018;B07FWWZQW;1063;17;169.66;828.34
7/28/2018;2018 - Q3;3;2018;B07FWVWYT;1063;17;169.66;828.34
7/28/2018;2018 - Q3;3;2018;B07FWYAWU;460;17;67.15;327.85
7/28/2018;2018 - Q3;3;2018;B07FWWBYZ;460;17;67.15;327.85
7/28/2018;2018 - Q3;3;2018;B07FWWVYZ;460;17;67.15;327.85
7/29/2018;2018 - Q3;3;2018;B07FWXWZX;1497.5;13;183.105;1225.395
7/30/2018;2018 - Q3;3;2018;B07FWWZYT;550;17;82.45;402.55
7/31/2018;2018 - Q3;3;2018;B07FWXBUX;580;17;87.55;427.45
8/1/2018;2018 - Q3;3;2018;B07FWYTWW;460;17;67.15;327.85
8/1/2018;2018 - Q3;3;2018;B07FWXSSS;460;17;67.15;327.85
8/1/2018;2018 - Q3;3;2018;B07FWWAQV;460;17;67.15;327.85
8/2/2018;2018 - Q3;3;2018;B07FWWXVW;985;13;117;783
8/3/2018;2018 - Q3;3;2018;B07FWVBWS;423.33;18;55.8;254.2
8/4/2018;2018 - Q3;3;2018;B07FWVARU;860;13;87.1;582.9
8/5/2018;2018 - Q3;3;2018;B07FWYUQV;1217;13;143;957
8/6/2018;2018 - Q3;3;2018;B07FWWAQQ;460;17;67.15;327.85
8/6/2018;2018 - Q3;3;2018;B07FWWSSZ;788;13;93.99;629.01
8/7/2018;2018 - Q3;3;2018;B07FWWVUR;460;17;67.15;327.85
8/7/2018;2018 - Q3;3;2018;B07FWWUXW;788;13;93.99;629.01
8/8/2018;2018 - Q3;3;2018;B07FWXZTW;578;18;80.64;367.36
8/8/2018;2018 - Q3;3;2018;B07FWVASQ;385;17;54.4;265.6
8/8/2018;2018 - Q3;3;2018;B07FWXAVU;385;17;54.4;265.6
8/9/2018;2018 - Q3;3;2018;B07FWYASR;180;13;14.95;100.05
8/10/2018;2018 - Q3;3;2018;B07FWVAWW;1049;18;172.62;786.38
8/11/2018;2018 - Q3;3;2018;B07FWXSYS;1024;18;172.62;786.38
8/12/2018;2018 - Q3;3;2018;B07FWYVZS;1016;13;116.87;782.13
8/13/2018;2018 - Q3;3;2018;B07FWYTXR;997;18;158.4;721.6
8/14/2018;2018 - Q3;3;2018;B07FWYXVW;925;13;109.2;730.8
8/15/2018;2018 - Q3;3;2018;B07FWXZYT;745;18;122.4;557.6
8/16/2018;2018 - Q3;3;2018;B07FWWUYW;1850;13;218.4;1461.6
8/17/2018;2018 - Q3;3;2018;B07FWVXTT;535;17;67.15;327.85
8/18/2018;2018 - Q3;3;2018;B07FWWWYV;495;17;51.85;253.15
8/19/2018;2018 - Q3;3;2018;B07FWWZYV;1084;13;129.87;869.13
8/20/2018;2018 - Q3;3;2018;B07FWXYRU;564;17;84.83;414.17
8/21/2018;2018 - Q3;3;2018;B07FWWAQR;190;13;13;87
8/22/2018;2018 - Q3;3;2018;B07FWYSZW;795;17;124.1;605.9
8/23/2018;2018 - Q3;3;2018;B07FWWTYV;795;17;124.1;605.9
8/24/2018;2018 - Q3;3;2018;B07FWXVQZ;550;17;82.45;402.55
8/25/2018;2018 - Q3;3;2018;B07FWVAUZ;1063;17;169.66;828.34
8/26/2018;2018 - Q3;3;2018;B07FWWBZU;1089;13;116.87;782.13
8/27/2018;2018 - Q3;3;2018;B07FWXXQU;997;18;158.4;721.6
8/28/2018;2018 - Q3;3;2018;B07FWWXXU;225;18;27.9;127.1
8/29/2018;2018 - Q3;3;2018;B07FWYVXW;460;17;67.15;327.85
8/30/2018;2018 - Q3;3;2018;B07FWXAQY;525;17;78.2;381.8
8/31/2018;2018 - Q3;3;2018;B07FWWYYS;450;18;55.8;254.2
9/1/2018;2018 - Q3;3;2018;B07FWYYRZ;997;18;158.4;721.6
9/2/2018;2018 - Q3;3;2018;B07FWYSTS;787;13;87.1;582.9
9/3/2018;2018 - Q3;3;2018;B07FWXSSS;123;13;10.79;72.21
9/4/2018;2018 - Q3;3;2018;B07FWYZZU;185;13;12.35;82.65
9/5/2018;2018 - Q3;3;2018;B07FWWSTW;1850;13;218.4;1461.6
9/6/2018;2018 - Q3;3;2018;B07FWXVSV;860;13;87.1;582.9
9/7/2018;2018 - Q3;3;2018;B07FWWSTW;1049;18;172.62;786.38
9/8/2018;2018 - Q3;3;2018;B07FWVWQW;650;13;73.45;491.55
9/9/2018;2018 - Q3;3;2018;B07FWXSWY;815;17;124.1;605.9
9/10/2018;2018 - Q3;3;2018;B07FWWUVV;360;17;54.4;265.6
9/11/2018;2018 - Q3;3;2018;B07FWVXXS;535;17;67.15;327.85
9/12/2018;2018 - Q3;3;2018;B07FWVWRT;495;17;51.85;253.15
9/13/2018;2018 - Q3;3;2018;B07FWXSZR;984;13;116.87;782.13
9/14/2018;2018 - Q3;3;2018;B07FWXZYY;460;17;67.15;327.85
9/15/2018;2018 - Q3;3;2018;B07FWWUWY;795;17;124.1;605.9
9/16/2018;2018 - Q3;3;2018;B07FWWTZZ;440;17;59.5;290.5
9/17/2018;2018 - Q3;3;2018;B07FWVYQW;580;17;87.55;427.45
9/18/2018;2018 - Q3;3;2018;B07FWYVTW;1049;18;172.62;786.38
9/19/2018;2018 - Q3;3;2018;B07FWXTYX;595;17;68.85;336.15
9/20/2018;2018 - Q3;3;2018;B07FWWUUZ;460;17;67.15;327.85
9/21/2018;2018 - Q3;3;2018;B07FWXUZW;957;13;109.2;730.8
9/22/2018;2018 - Q3;3;2018;B07FWVBQV;440;17;59.5;290.5
9/23/2018;2018 - Q3;3;2018;B07FWVZSS;185;13;12.35;82.65
9/24/2018;2018 - Q3;3;2018;B07FWVUTY;185;13;12.35;82.65
9/25/2018;2018 - Q3;3;2018;B07FWYWVY;178;18;19.44;88.56
9/26/2018;2018 - Q3;3;2018;B07FWYXUQ;1335;13;162.5;1087.5
9/27/2018;2018 - Q3;3;2018;B07FWVXWR;1049;18;172.62;786.38
9/28/2018;2018 - Q3;3;2018;B07FWVXXX;385;17;54.4;265.6
9/29/2018;2018 - Q3;3;2018;B07FWWBZW;185;13;12.35;82.65
9/30/2018;2018 - Q3;3;2018;B07FWXBXZ;185;13;12.35;82.65
10/1/2018;2018 - Q4;4;2018;B07FWXXXU;400;13;40.95;274.05
10/2/2018;2018 - Q4;4;2018;B07FWXASQ;564;17;84.83;414.17
10/3/2018;2018 - Q4;4;2018;B07FWXSUV;460;17;67.15;327.85
10/4/2018;2018 - Q4;4;2018;B07FWXATS;181;18;16.38;74.62
10/5/2018;2018 - Q4;4;2018;B07FWVWQV;1049;18;172.62;786.38
10/6/2018;2018 - Q4;4;2018;B07FWXBRU;185;13;12.35;82.65
10/7/2018;2018 - Q4;4;2018;B07FWXTRW;175;13;11.05;73.95
10/8/2018;2018 - Q4;4;2018;B07FWYZVS;795;17;124.1;605.9
10/9/2018;2018 - Q4;4;2018;B07FWVWWV;680;17;101.15;493.85
10/10/2018;2018 - Q4;4;2018;B07FWXTXQ;468;13;49.27;329.73
10/11/2018;2018 - Q4;4;2018;B07FWXWZS;595;17;68.85;336.15
10/12/2018;2018 - Q4;4;2018;B07FWYYSX;246;18;28.26;128.74
10/13/2018;2018 - Q4;4;2018;B07FWWAUR;549;13;61.1;408.9
10/14/2018;2018 - Q4;4;2018;B07FWYWYZ;405;17;54.4;265.6
10/15/2018;2018 - Q4;4;2018;B07FWVVSU;787;13;87.1;582.9
10/16/2018;2018 - Q4;4;2018;B07FWYXQZ;650;13;73.45;491.55
10/17/2018;2018 - Q4;4;2018;B07FWXVUT;460;17;67.15;327.85
10/18/2018;2018 - Q4;4;2018;B07FWYSYS;435;17;62.9;307.1
10/19/2018;2018 - Q4;4;2018;B07FWWYTT;205;18;24.84;113.16
10/20/2018;2018 - Q4;4;2018;B07FWYWXR;550;13;60.45;404.55
10/21/2018;2018 - Q4;4;2018;B07FWWAWW;535;17;67.15;327.85
10/22/2018;2018 - Q4;4;2018;B07FWVVXS;719;17;107.78;526.22
10/23/2018;2018 - Q4;4;2018;B07FWVWUQ;1063;17;169.66;828.34
10/24/2018;2018 - Q4;4;2018;B07FWXXUV;167;13;13.26;88.74
10/25/2018;2018 - Q4;4;2018;B07FWXZZZ;1049;18;172.62;786.38
10/25/2018;2018 - Q4;4;2018;B07FWVYZR;1049;18;172.62;786.38
10/26/2018;2018 - Q4;4;2018;B07FWWXRW;1049;18;172.62;786.38
10/27/2018;2018 - Q4;4;2018;B07FWYUQX;80;13;5.2;34.8
10/28/2018;2018 - Q4;4;2018;B07FWVWYU;995;13;118.3;791.7
10/29/2018;2018 - Q4;4;2018;B07FWXYXQ;80;13;5.2;34.8
10/30/2018;2018 - Q4;4;2018;B07FWXYYS;340;13;26;174
10/31/2018;2018 - Q4;4;2018;B07FWWAZZ;595;17;68.85;336.15
11/1/2018;2018 - Q4;4;2018;B07FWYSXQ;505;13;50.05;334.95
11/1/2018;2018 - Q4;4;2018;B07FWXZYX;320;13;26;174
11/2/2018;2018 - Q4;4;2018;B07FWXBTV;1049;18;172.62;786.38
11/2/2018;2018 - Q4;4;2018;B07FWXBVY;125;13;11.05;73.95
11/3/2018;2018 - Q4;4;2018;B07FWVXUR;340;13;26;174
11/4/2018;2018 - Q4;4;2018;B07FWXBXR;340;13;26;174
11/5/2018;2018 - Q4;4;2018;B07FWYZVW;135;13;12.35;82.65
11/6/2018;2018 - Q4;4;2018;B07FWYYRU;340;17;34;166
11/7/2018;2018 - Q4;4;2018;B07FWXVXV;1063;17;169.66;828.34
11/8/2018;2018 - Q4;4;2018;B07FWXBWT;352;18;51.3;233.7
11/9/2018;2018 - Q4;4;2018;B07FWWBYR;550;17;82.45;402.55
11/10/2018;2018 - Q4;4;2018;B07FWYVVW;340;13;26;174
11/10/2018;2018 - Q4;4;2018;B07FWYWVY;340;13;26;174
11/11/2018;2018 - Q4;4;2018;B07FWXVTX;1049;18;172.62;786.38
11/12/2018;2018 - Q4;4;2018;B07FWYVRX;125;13;11.05;73.95
11/13/2018;2018 - Q4;4;2018;B07FWXSRZ;194;13;13.52;90.48
11/14/2018;2018 - Q4;4;2018;B07FWXYRY;1049;18;172.62;786.38
11/15/2018;2018 - Q4;4;2018;B07FWYRTE;460;17;67.15;327.85
11/16/2018;2018 - Q4;4;2018;B07FWWXXT;470;18;68.58;312.42
11/17/2018;2018 - Q4;4;2018;B07FWWJHT;725;17;108.8;531.2
11/18/2018;2018 - Q4;4;2018;B07FWYTVZ;462;17;67.15;327.85
11/19/2018;2018 - Q4;4;2018;B07FWYTGF;842;13;98.41;658.59
11/20/2018;2018 - Q4;4;2018;B07FWYYUT;125;13;11.05;73.95
11/21/2018;2018 - Q4;4;2018;B07FWXSZT;125;13;11.05;73.95
11/22/2018;2018 - Q4;4;2018;B07FWWYSV;181;18;16.38;74.62
11/23/2018;2018 - Q4;4;2018;B07FWXSSS;1035;18;171;779
11/24/2018;2018 - Q4;4;2018;B07FWWZVU;340;13;26;174
11/25/2018;2018 - Q4;4;2018;B07FWVVQQ;725;17;108.8;531.2
11/26/2018;2018 - Q4;4;2018;B07FWVVQK;201;18;19.98;91.02
11/27/2018;2018 - Q4;4;2018;B07FWXUTR;1049;18;172.62;786.38
11/28/2018;2018 - Q4;4;2018;B07FWVXQQ;340;13;26;174
11/28/2018;2018 - Q4;4;2018;B07FWWYYY;123;13;10.79;72.21
11/28/2018;2018 - Q4;4;2018;B07FWYSWR;535;17;67.15;327.85
11/28/2018;2018 - Q4;4;2018;B07FWWUZV;340;13;26;174
11/29/2018;2018 - Q4;4;2018;B07FWVUSW;175;13;11.05;73.95
11/29/2018;2018 - Q4;4;2018;B07FWXWVV;340;13;26;174
11/30/2018;2018 - Q4;4;2018;B07FWXXYS;340;13;26;174
12/1/2018;2018 - Q4;4;2018;B07FWXWWW;340;13;26;174
12/2/2018;2018 - Q4;4;2018;B07FWVVXU;535;17;67.15;327.85
12/2/2018;2018 - Q4;4;2018;B07FWVWXY;125;13;11.05;73.95
12/3/2018;2018 - Q4;4;2018;B07FYVYXY;800;17;121.55;593.45
